Aae-Bantam_pre	MI0013439
Ocu-Mir-506-P7d_pre	MI0039440
Ocu-Mir-506-P7e_pre	MI0039441
Ocu-Mir-541_pre	MI0039444
Ocu-Mir-542-v1_pre	MI0039445
Ocu-Mir-542-v2_pre	MI0039445
Ocu-Mir-551-P2_pre	MI0039447
Ocu-Mir-574_pre	MI0039448
Ocu-Mir-582_pre	MI0039449
Ocu-Mir-590_pre	MI0039450
Ocu-Mir-599_pre	MI0039451
Ocu-Mir-628_pre	MI0039452
Ocu-Mir-6529_pre	MI0039489
Ocu-Mir-652_pre	MI0039453
Ocu-Mir-653_pre	MI0039454
Ocu-Mir-670_pre	MI0039459
Ocu-Mir-671_pre	MI0039460
Ocu-Mir-672_pre	MI0039461
Ocu-Mir-676_pre	MI0039462
Ocu-Mir-7-P1_pre	MI0039216
Ocu-Mir-7180_pre	MI0039490
Ocu-Mir-744_pre	MI0039464
Ocu-Mir-760_pre	MI0039466
Ocu-Mir-8-P1b_pre	MI0039299
Ocu-Mir-8-P2b_pre	MI0039340
Ocu-Mir-872_pre	MI0039468
Ocu-Mir-873-v1_pre	MI0039469
Ocu-Mir-873-v2_pre	MI0039469
Ocu-Mir-874_pre	MI0039470
Ocu-Mir-875_pre	MI0039471
Ocu-Mir-885_pre	MI0039472
Ocu-Mir-9-P1_pre	MI0039217
Ocu-Mir-9-P2_pre	MI0039218
Ocu-Mir-92-P1a_pre	MI0039259
Ocu-Mir-92-P1b_pre	MI0039260
Ocu-Mir-92-P2a_pre	MI0030991
Ocu-Mir-92-P2b_pre	MI0039379
Ocu-Mir-92-P2c_pre	MI0039238
Ocu-Mir-95-P2_pre	MI0039401
Ocu-Mir-95-P3-v1_pre	MI0039446
Ocu-Mir-95-P3-v2_pre	MI0039446
Ocu-Mir-95-P4_pre	MI0039477
Ocu-Mir-96-P1_pre	MI0039262
Ocu-Mir-96-P2_pre	MI0039321
Ocu-Mir-96-P3-v1_pre	MI0039322
Ocu-Mir-96-P3-v2_pre	MI0039322
Ocu-Mir-9851_pre	MI0039491
Pmi-Let-7_pre	MI0025085
Pmi-Mir-10-P1_pre	MI0025089
Pmi-Mir-10-P2_pre	MI0025104
Pmi-Mir-10-P3_pre	MI0025106
Pmi-Mir-103_pre	MI0025133
Pmi-Mir-124_pre	MI0025105
Pmi-Mir-133-P5a_pre	MI0025107
Pmi-Mir-133-P5b_pre	MI0025107
Pmi-Mir-137-v1_pre	MI0025108
Pmi-Mir-137-v2_pre	MI0025108
Pmi-Mir-153_pre	MI0025109
Pmi-Mir-184_pre	MI0025111
Pmi-Mir-193-P1_pre	MI0025112
Pmi-Mir-1_pre	MI0025086
Pmi-Mir-2001_pre	MI0025122
Pmi-Mir-2002_pre	MI0025123
Pmi-Mir-2004_pre	MI0025124
Pmi-Mir-2005_pre	MI0025125
Pmi-Mir-2006_pre	MI0025126
Pmi-Mir-2007_pre	MI0025127
Pmi-Mir-2008_pre	MI0025128
Pmi-Mir-2009_pre	MI0025129
Pmi-Mir-2010_pre	MI0025130
Pmi-Mir-2011_pre	MI0025131
Pmi-Mir-2012_pre	MI0025132
Pmi-Mir-210_pre	MI0025114
Pmi-Mir-219_pre	MI0025115
Pmi-Mir-22-P1_pre	MI0025090
Pmi-Mir-242_pre	MI0025116
Pmi-Mir-252-P1_pre	MI0025117
Pmi-Mir-252-P2_pre	MI0025118
Pmi-Mir-278_pre	MI0025119
Pmi-Mir-29-P1_pre	MI0025092
Pmi-Mir-29-P2_pre	MI0025091
Pmi-Mir-31-P3_pre	MI0025093
Pmi-Mir-31-P4_pre	MI0025094
Pmi-Mir-31-P5a_pre	MI0025095
Pmi-Mir-31-P5b_pre	MI0025095
Pmi-Mir-33_pre	MI0025096
Pmi-Mir-34_pre	MI0025097
Pmi-Mir-375_pre	MI0025120
Pmi-Mir-71_pre	MI0025098
Pmi-Mir-76_pre	MI0025121
Pmi-Mir-7_pre	MI0025087
Pmi-Mir-8_pre	MI0025113
Pmi-Mir-92-o48_pre	MI0025100
Pmi-Mir-92-o49_pre	MI0025101
Pmi-Mir-92-o50_pre	MI0025102
Pmi-Mir-92-o54_pre	MI0025099
Pmi-Mir-96-P1_pre	MI0025103
Pmi-Mir-9_pre	MI0025088
Rno-Let-7-P1a_pre	MI0000828
Rno-Let-7-P1b_pre	MI0000832
Rno-Let-7-P1c_pre	MI0000830
Rno-Let-7-P2a1_pre	MI0000827
Rno-Let-7-P2a2_pre	MI0000831
Rno-Let-7-P2a3_pre	MI0000834
Rno-Let-7-P2b1_pre	MI0000833
Rno-Let-7-P2b2_pre	MI0000829
Rno-Let-7-P2b3_pre	MI0000882
Rno-Let-7-P2c1_pre	MI0000601
Rno-Let-7-P2c2_pre	MI0000835
Rno-Let-7-P2c3_pre	MI0030347
Rno-Mir-1-P1_pre	MI0031785
Rno-Mir-1-P2_pre	MI0003489
Rno-Mir-1-P3_pre	MI0000948
Rno-Mir-10-P1a-v1_pre	MI0000841
Rno-Mir-10-P1a-v2_pre	MI0000841
Rno-Mir-10-P1b-v1_pre	MI0000842
Rno-Mir-10-P1b-v2_pre	MI0000842
Rno-Mir-10-P2a_pre	MI0000885
Rno-Mir-10-P2b_pre	MI0000884
Rno-Mir-10-P2c_pre	MI0000883
Rno-Mir-10-P3a_pre	MI0000896
Rno-Mir-10-P3b_pre	MI0000895
Rno-Mir-10-P3c_pre	MI0000897
Rno-Mir-101-P1-v1_pre	MI0000886
Rno-Mir-101-P1-v2_pre	MI0000886
Rno-Mir-101-P2-v1_pre	MI0000648
Rno-Mir-101-P2-v2_pre	MI0000648
Rno-Mir-103-P1_pre	MI0000888
Rno-Mir-103-P2_pre	MI0000887
Rno-Mir-103-P3_pre	MI0000890
Rno-Mir-105-P2_pre	MI0012587
Rno-Mir-122_pre	MI0000891
Rno-Mir-124-P1-v1_pre	MI0000893
Rno-Mir-124-P1-v2_pre	MI0000893
Rno-Mir-124-P2-v1_pre	MI0000894
Rno-Mir-124-P2-v2_pre	MI0000894
Rno-Mir-124-P3-v1_pre	MI0000892
Rno-Mir-124-P3-v2_pre	MI0000892
Rno-Mir-1247_pre	MI0030348
Rno-Mir-1249_pre	MI0015470
Rno-Mir-126-v1_pre	MI0000898
Rno-Mir-126-v2_pre	MI0000898
Rno-Mir-126-v3_pre	MI0000898
Rno-Mir-127_pre	MI0000899
Rno-Mir-128-P1_pre	MI0000900
Rno-Mir-128-P2_pre	MI0000901
Rno-Mir-129-P1_pre	MI0000902
Rno-Mir-129-P2_pre	MI0000637
Rno-Mir-1298_pre	MI0021845
Rno-Mir-130-P1a_pre	MI0000903
Rno-Mir-130-P1b_pre	MI0000904
Rno-Mir-130-P2a_pre	MI0000593
Rno-Mir-130-P2b_pre	MI0006137
Rno-Mir-132-P1_pre	MI0000905
Rno-Mir-132-P2_pre	MI0000952
Rno-Mir-133-P2-v1_pre	MI0000906
Rno-Mir-133-P2-v2_pre	MI0000906
Rno-Mir-133-P3-v1_pre	MI0003490
Rno-Mir-133-P3-v2_pre	MI0003490
Rno-Mir-134_pre	MI0000907
Rno-Mir-135-P2_pre	MI0000908
Rno-Mir-135-P3_pre	MI0000645
Rno-Mir-136-v1_pre	MI0000909
Rno-Mir-136-v2_pre	MI0000909
Rno-Mir-137-P1-v1_pre	MI0000910
Rno-Mir-137-P1-v2_pre	MI0000910
Rno-Mir-138-P1_pre	MI0000912
Rno-Mir-138-P2_pre	MI0000911
Rno-Mir-139_pre	MI0000913
Rno-Mir-140-v1_pre	MI0000611
Rno-Mir-140-v2_pre	MI0000611
Rno-Mir-142-v1_pre	MI0000915
Rno-Mir-142-v2_pre	MI0000915
Rno-Mir-142-v3_pre	MI0000915
Rno-Mir-142-v4_pre	MI0000915
Rno-Mir-143_pre	MI0000916
Rno-Mir-144_pre	MI0000917
Rno-Mir-145_pre	MI0000918
Rno-Mir-146-P1_pre	MI0000919
Rno-Mir-146-P2_pre	MI0006342
Rno-Mir-147-v1_pre	MI0006130
Rno-Mir-147-v2_pre	MI0006130
Rno-Mir-148-P1_pre	MI0030350
Rno-Mir-148-P2_pre	MI0000921
Rno-Mir-148-P3_pre	MI0000616
Rno-Mir-149_pre	MI0030351
Rno-Mir-15-P1a_pre	MI0030352
Rno-Mir-15-P1b_pre	MI0000843
Rno-Mir-15-P1c_pre	MI0003724
Rno-Mir-15-P1d1_pre	MI0000589
Rno-Mir-15-P1d2_pre	MI0031763
Rno-Mir-15-P2b_pre	MI0000844
Rno-Mir-15-P2c_pre	MI0000939
Rno-Mir-15-P2d1_pre	MI0003555
Rno-Mir-15-P2d2_pre	MI0031773
Rno-Mir-150_pre	MI0000920
Rno-Mir-153-P2_pre	MI0000922
Rno-Mir-154-P10_pre	MI0003548
Rno-Mir-154-P12_pre	MI0006143
Rno-Mir-154-P13_pre	MI0006144
Rno-Mir-154-P14_pre	MI0003488
Rno-Mir-154-P15_pre	MI0003549
Rno-Mir-154-P17_pre	MI0003547
Rno-Mir-154-P18_pre	MI0003542
Rno-Mir-154-P19_pre	MI0006152
Rno-Mir-154-P1_pre	MI0000923
Rno-Mir-154-P2-v1_pre	MI0000970
Rno-Mir-154-P2-v2_pre	MI0000970
Rno-Mir-154-P20-v1_pre	MI0012622
Rno-Mir-154-P20-v2_pre	MI0012622
Rno-Mir-154-P21_pre	MI0003526
Rno-Mir-154-P22_pre	MI0003525
Rno-Mir-154-P26_pre	MI0006163
Rno-Mir-154-P29-v1_pre	MI0015445
Rno-Mir-154-P29-v2_pre	MI0015445
Rno-Mir-154-P34_pre	MI0000971
Rno-Mir-154-P36_pre	MI0003550
Rno-Mir-154-P3a-v1_pre	MI0000591
Rno-Mir-154-P3a-v2_pre	MI0000591
Rno-Mir-154-P4_pre	MI0000604
Rno-Mir-154-P5_pre	MI0003551
Rno-Mir-154-P6_pre	MI0003487
Rno-Mir-154-P7_pre	MI0003541
Rno-Mir-154-P8_pre	MI0006141
Rno-Mir-154-P9_pre	MI0003546
Rno-Mir-155_pre	MI0025509
Rno-Mir-17-P1a_pre	MI0000845
Rno-Mir-17-P1b_pre	MI0006131
Rno-Mir-17-P1c_pre	MI0000880
Rno-Mir-17-P2a_pre	MI0000846
Rno-Mir-17-P3a_pre	MI0000638
Rno-Mir-17-P3b_pre	MI0003554
Rno-Mir-17-P3c_pre	MI0000889
Rno-Mir-181-P1a_pre	MI0000953
Rno-Mir-181-P1b_pre	MI0000925
Rno-Mir-181-P1c_pre	MI0000924
Rno-Mir-181-P2a_pre	MI0000926
Rno-Mir-181-P2b_pre	MI0000927
Rno-Mir-181-P2c_pre	MI0006132
Rno-Mir-184_pre	MI0000929
Rno-Mir-185_pre	MI0000930
Rno-Mir-186_pre	MI0000931
Rno-Mir-187_pre	MI0000932
Rno-Mir-188-P1_pre	MI0006134
Rno-Mir-188-P2_pre	MI0006154
Rno-Mir-19-P1_pre	MI0000849
Rno-Mir-19-P2a_pre	MI0000847
Rno-Mir-19-P2b_pre	MI0000848
Rno-Mir-190-P1a_pre	MI0000933
Rno-Mir-190-P1b_pre	MI0031759
Rno-Mir-190-P2_pre	MI0006135
Rno-Mir-1912_pre	MI0015450
Rno-Mir-191_pre	MI0000934
Rno-Mir-192-P1_pre	MI0000935
Rno-Mir-192-P2_pre	MI0003482
Rno-Mir-193-P1a_pre	MI0000936
Rno-Mir-193-P1b_pre	MI0030355
Rno-Mir-193-P2a_pre	MI0001656
Rno-Mir-194-P1_pre	MI0000938
Rno-Mir-194-P2_pre	MI0000937
Rno-Mir-196-P1_pre	MI0006136
Rno-Mir-196-P2_pre	MI0000940
Rno-Mir-196-P3c_pre	MI0001152
Rno-Mir-196-P3d_pre	MI0031760
Rno-Mir-199-P3-v1_pre	MI0000941
Rno-Mir-199-P3-v2_pre	MI0000941
Rno-Mir-199-P3-v3_pre	MI0000941
Rno-Mir-202_pre	MI0012584
Rno-Mir-203-v1_pre	MI0000945
Rno-Mir-203-v2_pre	MI0000945
Rno-Mir-204-P1_pre	MI0000946
Rno-Mir-204-P2_pre	MI0000951
Rno-Mir-205-P1_pre	MI0000947
Rno-Mir-208-P1_pre	MI0000949
Rno-Mir-208-P2_pre	MI0015434
Rno-Mir-210_pre	MI0000950
Rno-Mir-214-v1_pre	MI0000954
Rno-Mir-214-v2_pre	MI0000954
Rno-Mir-216-P1a_pre	MI0000955
Rno-Mir-216-P1b_pre	MI0015435
Rno-Mir-217-v1_pre	MI0000956
Rno-Mir-217-v2_pre	MI0000956
Rno-Mir-218-P1_pre	MI0000958
Rno-Mir-218-P2_pre	MI0000957
Rno-Mir-219-P1_pre	MI0000959
Rno-Mir-219-P2-as_pre	MI0015462
Rno-Mir-219-P2_pre	MI0000960
Rno-Mir-21_pre	MI0000850
Rno-Mir-22-P1a_pre	MI0000851
Rno-Mir-221-P1_pre	MI0000961
Rno-Mir-221-P2_pre	MI0000962
Rno-Mir-223_pre	MI0000963
Rno-Mir-224_pre	MI0003483
Rno-Mir-23-P1_pre	MI0000852
Rno-Mir-23-P2_pre	MI0000853
Rno-Mir-24-P1_pre	MI0000855
Rno-Mir-24-P2_pre	MI0000854
Rno-Mir-26-P1_pre	MI0000858
Rno-Mir-26-P3_pre	MI0000857
Rno-Mir-27-P1_pre	MI0000860
Rno-Mir-27-P2_pre	MI0000859
Rno-Mir-28-P1_pre	MI0000861
Rno-Mir-28-P2_pre	MI0000647
Rno-Mir-28-P3_pre	MI0006160
Rno-Mir-29-P1a_pre	MI0000863
Rno-Mir-29-P1b1_pre	MI0000865
Rno-Mir-29-P1b2_pre	MI0031761
Rno-Mir-29-P2a_pre	MI0000864
Rno-Mir-29-P2b3_pre	MI0000862
Rno-Mir-29-P2b4_pre	MI0031777
Rno-Mir-296_pre	MI0000967
Rno-Mir-298_pre	MI0000969
Rno-Mir-30-P1a_pre	MI0000870
Rno-Mir-30-P1b_pre	MI0000867
Rno-Mir-30-P1c_pre	MI0000869
Rno-Mir-30-P2a_pre	MI0000871
Rno-Mir-30-P2b_pre	MI0000866
Rno-Mir-30-P2c_pre	MI0000868
Rno-Mir-3068_pre	MI0021534
Rno-Mir-3072_pre	MI0021856
Rno-Mir-3075_pre	MI0021842
Rno-Mir-3085_pre	MI0015403
Rno-Mir-3099_pre	MI0021833
Rno-Mir-31_pre	MI0000872
Rno-Mir-324_pre	MI0000594
Rno-Mir-325_pre	MI0000596
Rno-Mir-326_pre	MI0000599
Rno-Mir-328_pre	MI0000602
Rno-Mir-32_pre	MI0000873
Rno-Mir-33-P1_pre	MI0000874
Rno-Mir-330-v1_pre	MI0000606
Rno-Mir-330-v2_pre	MI0000606
Rno-Mir-331_pre	MI0000608
Rno-Mir-335_pre	MI0000612
Rno-Mir-337-as_pre	MI0015398
Rno-Mir-337_pre	MI0000614
Rno-Mir-338-P1-as_pre	MI0015429
Rno-Mir-338-P1_pre	MI0000618
Rno-Mir-339_pre	MI0000620
Rno-Mir-34-P1_pre	MI0000877
Rno-Mir-34-P2a_pre	MI0000875
Rno-Mir-34-P2b_pre	MI0000876
Rno-Mir-34-P3a_pre	MI0001650
Rno-Mir-34-P3c_pre	MI0015402
Rno-Mir-340-P1_pre	MI0000622
Rno-Mir-340-P2_pre	MI0031764
Rno-Mir-342_pre	MI0000626
Rno-Mir-345_pre	MI0000631
Rno-Mir-346_pre	MI0000633
Rno-Mir-350-P1_pre	MI0000639
Rno-Mir-350-P2_pre	MI0031765
Rno-Mir-351-P1_pre	MI0000642
Rno-Mir-351-P2_pre	MI0031766
Rno-Mir-3558_pre	MI0015420
Rno-Mir-3559_pre	MI0015421
Rno-Mir-3580_pre	MI0015453
Rno-Mir-3593_pre	MI0015474
Rno-Mir-361-v1_pre	MI0003481
Rno-Mir-361-v2_pre	MI0003481
Rno-Mir-362-P1_pre	MI0012590
Rno-Mir-362-P3_pre	MI0003480
Rno-Mir-362-P4_pre	MI0006153
Rno-Mir-370_pre	MI0003486
Rno-Mir-374-P2_pre	MI0003552
Rno-Mir-375_pre	MI0006140
Rno-Mir-376-P1_pre	MI0003545
Rno-Mir-376-P3_pre	MI0003544
Rno-Mir-376-P4_pre	MI0003543
Rno-Mir-378_pre	MI0003719
Rno-Mir-383-v1_pre	MI0003478
Rno-Mir-383-v2_pre	MI0003478
Rno-Mir-384_pre	MI0006142
Rno-Mir-423_pre	MI0006145
Rno-Mir-425_pre	MI0006146
Rno-Mir-430-P5a_pre	MI0000964
Rno-Mir-430-P5b_pre	MI0000966
Rno-Mir-430-P5c_pre	MI0012609
Rno-Mir-430-P6a_pre	MI0012611
Rno-Mir-430-P6b_pre	MI0015968
Rno-Mir-430-P7a_pre	MI0000965
Rno-Mir-430-P7b_pre	MI0015417
Rno-Mir-430-P7c_pre	MI0012610
Rno-Mir-431_pre	MI0001722
Rno-Mir-433_pre	MI0001724
Rno-Mir-448_pre	MI0001639
Rno-Mir-450-P1a_pre	MI0001654
Rno-Mir-450-P2a_pre	MI0030362
Rno-Mir-450-P2b_pre	MI0031772
Rno-Mir-451_pre	MI0001731
Rno-Mir-452-v1_pre	MI0030363
Rno-Mir-452-v2_pre	MI0030363
Rno-Mir-455_pre	MI0006148
Rno-Mir-459_pre	MI0012602
Rno-Mir-483_pre	MI0003485
Rno-Mir-486_pre	MI0031787
Rno-Mir-488_pre	MI0006168
Rno-Mir-489_pre	MI0003477
Rno-Mir-490_pre	MI0012585
Rno-Mir-493_pre	MI0003540
Rno-Mir-499_pre	MI0003721
Rno-Mir-504-v1_pre	MI0012592
Rno-Mir-504-v2_pre	MI0012592
Rno-Mir-505-v1_pre	MI0003720
Rno-Mir-505-v2_pre	MI0003720
Rno-Mir-506-P14_pre	MI0006149
Rno-Mir-506-P15_pre	MI0012612
Rno-Mir-506-P17_pre	MI0006150
Rno-Mir-506-P18_pre	MI0015477
Rno-Mir-506-P19_pre	MI0006161
Rno-Mir-506-P1_pre	MI0012608
Rno-Mir-506-P20_pre	MI0006162
Rno-Mir-506-P21_pre	MI0006115
Rno-Mir-506-P22_pre	MI0006116
Rno-Mir-506-P23_pre	MI0006120
Rno-Mir-506-P24_pre	MI0006122
Rno-Mir-506-P25_pre	MI0006123
Rno-Mir-506-P26_pre	MI0006126
Rno-Mir-506-P28_pre	MI0015407
Rno-Mir-506-P2_pre	MI0012613
Rno-Mir-506-P6_pre	MI0015460
Rno-Mir-506-P7_pre	MI0021536
Rno-Mir-511_pre	MI0012591
Rno-Mir-540_pre	MI0003524
Rno-Mir-541_pre	MI0003527
Rno-Mir-542-P1_pre	MI0003528
Rno-Mir-542-P2_pre	MI0031781
Rno-Mir-542-P3_pre	MI0031782
Rno-Mir-544_pre	MI0012593
Rno-Mir-551-P2_pre	MI0006343
Rno-Mir-582_pre	MI0012595
Rno-Mir-592_pre	MI0012596
Rno-Mir-598-P1_pre	MI0006155
Rno-Mir-598-P2_pre	MI0031774
Rno-Mir-615_pre	MI0012597
Rno-Mir-628_pre	MI0012598
Rno-Mir-6324_pre	MI0021848
Rno-Mir-6329_pre	MI0021853
Rno-Mir-652_pre	MI0006169
Rno-Mir-653_pre	MI0012600
Rno-Mir-666_pre	MI0012617
Rno-Mir-667_pre	MI0012614
Rno-Mir-671_pre	MI0006156
Rno-Mir-672_pre	MI0006157
Rno-Mir-673_pre	MI0006158
Rno-Mir-674_pre	MI0006159
Rno-Mir-675_pre	MI0012603
Rno-Mir-676_pre	MI0031786
Rno-Mir-7-P1_pre	MI0000641
Rno-Mir-7-P2_pre	MI0000836
Rno-Mir-7-P3_pre	MI0000837
Rno-Mir-760_pre	MI0006164
Rno-Mir-770_pre	MI0006165
Rno-Mir-8-P1a_pre	MI0000943
Rno-Mir-8-P1b_pre	MI0000914
Rno-Mir-8-P2a_pre	MI0000944
Rno-Mir-8-P2b_pre	MI0000942
Rno-Mir-8-P3a_pre	MI0001643
Rno-Mir-872_pre	MI0006117
Rno-Mir-873-v1_pre	MI0006166
Rno-Mir-873-v2_pre	MI0006166
Rno-Mir-874_pre	MI0006118
Rno-Mir-875_pre	MI0012604
Rno-Mir-879_pre	MI0006121
Rno-Mir-9-P1_pre	MI0000838
Rno-Mir-9-P2_pre	MI0000840
Rno-Mir-9-P3_pre	MI0000839
Rno-Mir-92-P1a_pre	MI0000878
Rno-Mir-92-P1b_pre	MI0000879
Rno-Mir-92-P1c_pre	MI0006167
Rno-Mir-92-P2b_pre	MI0003553
Rno-Mir-92-P2c_pre	MI0000856
Rno-Mir-935-v1_pre	MI0012607
Rno-Mir-935-v2_pre	MI0012607
Rno-Mir-95-P2_pre	MI0001423
Rno-Mir-96-P1_pre	MI0000881
Rno-Mir-96-P2_pre	MI0006133
Rno-Mir-96-P3-v1_pre	MI0000928
Rno-Mir-96-P3-v2_pre	MI0000928
Sha-Let-7-P1a_pre	MI0019628
Sha-Let-7-P2c2_pre	MI0019650
Sha-Let-7-P2c3_pre	MI0019621
Sha-Mir-10-P1b-v1_pre	MI0019626
Sha-Mir-10-P1b-v2_pre	MI0019626
Sha-Mir-10-P2a_pre	MI0019627
Sha-Mir-10-P3a_pre	MI0019629
Sha-Mir-10-P3c_pre	MI0019637
Sha-Mir-101-P1-v1_pre	MI0019638
Sha-Mir-101-P1-v2_pre	MI0019638
Sha-Mir-126-v1_pre	MI0019605
Sha-Mir-126-v2_pre	MI0019605
Sha-Mir-126-v3_pre	MI0019605
Sha-Mir-128-P1_pre	MI0019625
Sha-Mir-129-P1_pre	MI0019655
Sha-Mir-130-P1a_pre	MI0019659
Sha-Mir-130-P3a_pre	MI0019642
Sha-Mir-130-P4a_pre	MI0019643
Sha-Mir-1329_pre	MI0019599
Sha-Mir-133-P2-v1_pre	MI0019610
Sha-Mir-133-P2-v2_pre	MI0019610
Sha-Mir-135-P2_pre	MI0019651
Sha-Mir-138-P1_pre	MI0019656
Sha-Mir-138-P2_pre	MI0019597
Sha-Mir-1388_pre	MI0019598
Sha-Mir-139_pre	MI0019630
Sha-Mir-140-v1_pre	MI0019604
Sha-Mir-140-v2_pre	MI0019604
Sha-Mir-142-v1_pre	MI0019644
Sha-Mir-142-v2_pre	MI0019644
Sha-Mir-142-v3_pre	MI0019644
Sha-Mir-142-v4_pre	MI0019644
Sha-Mir-15-P1c_pre	MI0019649
Sha-Mir-150_pre	MI0019633
Sha-Mir-1540_pre	MI0019607
Sha-Mir-1546_pre	MI0019622
Sha-Mir-1549_pre	MI0019652
Sha-Mir-17-P1c_pre	MI0019647
Sha-Mir-181-P1a_pre	MI0019639
Sha-Mir-181-P1b_pre	MI0019596
Sha-Mir-19-P2a_pre	MI0019636
Sha-Mir-190-P1_pre	MI0019595
Sha-Mir-193-P1b_pre	MI0019619
Sha-Mir-199-P2-v1_pre	MI0019611
Sha-Mir-199-P2-v2_pre	MI0019611
Sha-Mir-199-P2-v3_pre	MI0019611
Sha-Mir-202_pre	MI0019606
Sha-Mir-204-P1_pre	MI0019617
Sha-Mir-205-P1_pre	MI0019640
Sha-Mir-216-P1a_pre	MI0019603
Sha-Mir-216-P1b_pre	MI0019602
Sha-Mir-21_pre	MI0019641
Sha-Mir-221-P1_pre	MI0019624
Sha-Mir-221-P2_pre	MI0019623
Sha-Mir-23-P1_pre	MI0019612
Sha-Mir-23-P2_pre	MI0019614
Sha-Mir-24-P1_pre	MI0019613
Sha-Mir-24-P2_pre	MI0019616
Sha-Mir-26-P2_pre	MI0019657
Sha-Mir-27-P2_pre	MI0019615
Sha-Mir-30-P1b_pre	MI0019634
Sha-Mir-30-P2b_pre	MI0019635
Sha-Mir-338-P1_pre	MI0019646
Sha-Mir-340-v1_pre	MI0019601
Sha-Mir-340-v2_pre	MI0019601
Sha-Mir-383-v1_pre	MI0019658
Sha-Mir-383-v2_pre	MI0019658
Sha-Mir-7-P1_pre	MI0019620
Sha-Mir-8-P1a_pre	MI0019632
Sha-Mir-8-P1b_pre	MI0019654
Sha-Mir-8-P2a_pre	MI0019631
Sha-Mir-8-P2b_pre	MI0019653
Sha-Mir-9-P2_pre	MI0019609
Sha-Mir-92-P1b_pre	MI0019661
Sha-Mir-92-P2b_pre	MI0019660
Sha-Mir-92-P2c_pre	MI0019648
Sko-Let-7_pre	MI0010180
Sko-Mir-10-P1_pre	MI0010149
Sko-Mir-10-P2_pre	MI0010161
Sko-Mir-10-P3_pre	MI0010163
Sko-Mir-103_pre	MI0010266
Sko-Mir-124_pre	MI0010162
Sko-Mir-133-v1_pre	MI0010164
Sko-Mir-133-v2_pre	MI0010164
Sko-Mir-137_pre	MI0010165
Sko-Mir-153_pre	MI0010166
Sko-Mir-184_pre	MI0010169
Sko-Mir-190_pre	MI0010170
Sko-Mir-193-P1c_pre	MI0010171
Sko-Mir-193-P1d_pre	MI0010213
Sko-Mir-193-P2_pre	MI0010179
Sko-Mir-1_pre	MI0010145
Sko-Mir-2001_pre	MI0010264
Sko-Mir-2006_pre	MI0017577
Sko-Mir-2007_pre	MI0017559
Sko-Mir-2008-v1_pre	MI0010267
Sko-Mir-2008-v2_pre	MI0010267
Sko-Mir-2011_pre	MI0010268
Sko-Mir-2012_pre	MI0010265
Sko-Mir-210_pre	MI0010172
Sko-Mir-219_pre	MI0019594
Sko-Mir-242_pre	MI0010173
Sko-Mir-252-P1_pre	MI0010174
Sko-Mir-252-P2_pre	MI0010175
Sko-Mir-278_pre	MI0010176
Sko-Mir-281_pre	MI0010177
Sko-Mir-29-P1_pre	MI0010150
Sko-Mir-29-P2_pre	MI0010151
Sko-Mir-315_pre	MI0010178
Sko-Mir-31_pre	MI0010152
Sko-Mir-33_pre	MI0010153
Sko-Mir-34_pre	MI0010154
Sko-Mir-375_pre	MI0010219
Sko-Mir-4818-P1_pre	MI0017549
Sko-Mir-4818-P2_pre	MI0017550
Sko-Mir-4818-P3_pre	MI0017551
Sko-Mir-4818-P4_pre	MI0017552
Sko-Mir-4818-P5_pre	MI0017553
Sko-Mir-4818-P6_pre	MI0017554
Sko-Mir-4818-P7_pre	MI0017555
Sko-Mir-4819_pre	MI0017556
Sko-Mir-4820_pre	MI0017557
Sko-Mir-4823_pre	MI0017561
Sko-Mir-4824_pre	MI0017562
Sko-Mir-4825_pre	MI0017563
Sko-Mir-4826_pre	MI0017564
Sko-Mir-4828-P1_pre	MI0017567
Sko-Mir-4828-P2_pre	MI0017568
Sko-Mir-4829-P1_pre	MI0017569
Sko-Mir-4829-P2_pre	MI0017570
Sko-Mir-4829-P3_pre	MI0017571
Sko-Mir-4830-P1_pre	MI0017572
Sko-Mir-4830-P2_pre	MI0017573
Sko-Mir-4830-P3_pre	MI0017574
Sko-Mir-4830-P4_pre	MI0017583
Sko-Mir-4831_pre	MI0017575
Sko-Mir-4834_pre	MI0017579
Sko-Mir-4835_pre	MI0017580
Sko-Mir-4838_pre	MI0017584
Sko-Mir-4839_pre	MI0017585
Sko-Mir-4841-P1a_pre	MI0017587
Sko-Mir-4841-P1b_pre	MI0017587
Sko-Mir-4841-P1c_pre	MI0017587
Sko-Mir-4841-P1d_pre	MI0017587
Sko-Mir-4841-P2_pre	MI0017588
Sko-Mir-71_pre	MI0010155
Sko-Mir-7_pre	MI0010146
Sko-Mir-8_pre	MI0010147
Sko-Mir-9-v1_pre	MI0010148
Sko-Mir-9-v2_pre	MI0010148
Sko-Mir-92-o10_pre	MI0010159
Sko-Mir-92-o8_pre	MI0010157
Sko-Mir-92-o9_pre	MI0010158
Sko-Mir-96-P1_pre	MI0010160
Sko-Mir-96-P2_pre	MI0010167
Sko-Mir-96-P3_pre	MI0010168
Spu-Let-7_pre	MI0010185
Spu-Mir-10-P1_pre	MI0010190
Spu-Mir-10-P2e_pre	MI0010273
Spu-Mir-10-P3_pre	MI0010203
Spu-Mir-103_pre	MI0010271
Spu-Mir-124_pre	MI0010202
Spu-Mir-133_pre	MI0010204
Spu-Mir-137_pre	MI0010181
