Aae-Bantam_pre	MI0013439
Mmu-Mir-92-P2a_pre	MI0003531
Mmu-Mir-92-P2b_pre	MI0000765
Mmu-Mir-92-P2c_pre	MI0000689
Mmu-Mir-935-v1_pre	MI0030346
Mmu-Mir-935-v2_pre	MI0030346
Mmu-Mir-95-P2_pre	MI0005496
Mmu-Mir-95-P4_pre	MI0004130
Mmu-Mir-96-P1_pre	MI0000583
Mmu-Mir-96-P2_pre	MI0000224
Mmu-Mir-96-P3-v1_pre	MI0000225
Mmu-Mir-96-P3-v2_pre	MI0000225
Oan-Let-7-P1c_pre	MI0024053
Oan-Let-7-P2a3_pre	MI0006895
Oan-Let-7-P2a4_pre	MI0006773
Oan-Let-7-P2b1_pre	MI0006962
Oan-Let-7-P2b2_pre	MI0006720
Oan-Let-7-P2b3_pre	MI0006894
Oan-Let-7-P2c1_pre	MI0006934
Oan-Let-7-P2c3_pre	MI0006809
Oan-Mir-1-P2_pre	MI0006700
Oan-Mir-1-P3_pre	MI0006779
Oan-Mir-1-P4_pre	MI0006876
Oan-Mir-10-P1a-v1_pre	MI0006859
Oan-Mir-10-P1a-v2_pre	MI0006859
Oan-Mir-10-P1b-v1_pre	MI0006921
Oan-Mir-10-P1b-v2_pre	MI0006921
Oan-Mir-10-P2a_pre	MI0006815
Oan-Mir-10-P2c_pre	MI0006897
Oan-Mir-10-P3a_pre	MI0006816
Oan-Mir-101-P1-v1_pre	MI0006790
Oan-Mir-101-P1-v2_pre	MI0006790
Oan-Mir-101-P2-v1_pre	MI0006955
Oan-Mir-101-P2-v2_pre	MI0006955
Oan-Mir-103-P1_pre	MI0006930
Oan-Mir-103-P2_pre	MI0006748
Oan-Mir-103-P3_pre	MI0006857
Oan-Mir-122_pre	MI0006679
Oan-Mir-124-P4-v1_pre	MI0006854
Oan-Mir-124-P4-v2_pre	MI0006854
Oan-Mir-126-v1_pre	MI0006861
Oan-Mir-126-v2_pre	MI0006861
Oan-Mir-126-v3_pre	MI0006861
Oan-Mir-128-P1_pre	MI0006787
Oan-Mir-128-P2_pre	MI0006892
Oan-Mir-129-P1_pre	MI0006665
Oan-Mir-130-P1a_pre	MI0006844
Oan-Mir-130-P2a3_pre	MI0006727
Oan-Mir-130-P3a_pre	MI0006882
Oan-Mir-130-P3b_pre	MI0006726
Oan-Mir-130-P4a_pre	MI0006881
Oan-Mir-1327_pre	MI0006661
Oan-Mir-1329_pre	MI0006663
Oan-Mir-133-P1-v1_pre	MI0024047
Oan-Mir-133-P1-v2_pre	MI0024047
Oan-Mir-133-P2-v1_pre	MI0006701
Oan-Mir-133-P2-v2_pre	MI0006701
Oan-Mir-133-P3-v1_pre	MI0006780
Oan-Mir-133-P3-v2_pre	MI0006780
Oan-Mir-133-P4-v1_pre	MI0006877
Oan-Mir-133-P4-v2_pre	MI0006877
Oan-Mir-1332_pre	MI0006675
Oan-Mir-1338_pre	MI0006688
Oan-Mir-1339_pre	MI0006699
Oan-Mir-1340_pre	MI0006704
Oan-Mir-135-P1_pre	MI0024063
Oan-Mir-135-P2_pre	MI0006902
Oan-Mir-135-P3_pre	MI0006705
Oan-Mir-1350_pre	MI0006747
Oan-Mir-1355_pre	MI0006755
Oan-Mir-1360_pre	MI0006784
Oan-Mir-1361_pre	MI0006797
Oan-Mir-1362_pre	MI0006798
Oan-Mir-1363_pre	MI0006799
Oan-Mir-1365_pre	MI0006801
Oan-Mir-137-P1-v1_pre	MI0006687
Oan-Mir-137-P1-v2_pre	MI0006687
Oan-Mir-137-P2_pre	MI0006710
Oan-Mir-1374_pre	MI0006821
Oan-Mir-1375_pre	MI0006826
Oan-Mir-1376_pre	MI0006848
Oan-Mir-138-P1_pre	MI0006919
Oan-Mir-138-P2_pre	MI0006922
Oan-Mir-1380_pre	MI0006856
Oan-Mir-1381_pre	MI0006858
Oan-Mir-1388_pre	MI0006888
Oan-Mir-1389_pre	MI0006891
Oan-Mir-1390_pre	MI0006893
Oan-Mir-1391_pre	MI0006898
Oan-Mir-1395_pre	MI0006906
Oan-Mir-1397_pre	MI0006908
Oan-Mir-1398_pre	MI0006909
Oan-Mir-139_pre	MI0006724
Oan-Mir-140-v1_pre	MI0006671
Oan-Mir-140-v2_pre	MI0006671
Oan-Mir-1400_pre	MI0006912
Oan-Mir-1401_pre	MI0006913
Oan-Mir-1405_pre	MI0006917
Oan-Mir-1409_pre	MI0006927
Oan-Mir-1416_pre	MI0006954
Oan-Mir-1419-P1_pre	MI0006949
Oan-Mir-1419-P2a_pre	MI0006996
Oan-Mir-1419-P2b_pre	MI0006995
Oan-Mir-1419-P2c_pre	MI0006941
Oan-Mir-1419-P3_pre	MI0006944
Oan-Mir-1419-P4_pre	MI0006998
Oan-Mir-1419-P5_pre	MI0006937
Oan-Mir-1419-P7_pre	MI0006829
Oan-Mir-1419-P8_pre	MI0007020
Oan-Mir-1419-P9_pre	MI0007019
Oan-Mir-142-v1_pre	MI0006772
Oan-Mir-142-v2_pre	MI0006772
Oan-Mir-142-v3_pre	MI0006772
Oan-Mir-142-v4_pre	MI0006772
Oan-Mir-1421-P10_pre	MI0006994
Oan-Mir-1421-P12_pre	MI0007002
Oan-Mir-1421-P13a_pre	MI0006943
Oan-Mir-1421-P13b_pre	MI0006999
Oan-Mir-1421-P15_pre	MI0006993
Oan-Mir-1421-P16_pre	MI0006942
Oan-Mir-1421-P17_pre	MI0006940
Oan-Mir-1421-P18_pre	MI0006939
Oan-Mir-1421-P19_pre	MI0006938
Oan-Mir-1421-P1_pre	MI0007001
Oan-Mir-1421-P20_pre	MI0006936
Oan-Mir-1421-P21_pre	MI0006935
Oan-Mir-1421-P22_pre	MI0007015
Oan-Mir-1421-P23_pre	MI0007014
Oan-Mir-1421-P24_pre	MI0006839
Oan-Mir-1421-P25_pre	MI0006838
Oan-Mir-1421-P27_pre	MI0006837
Oan-Mir-1421-P28_pre	MI0006836
Oan-Mir-1421-P29a_pre	MI0007012
Oan-Mir-1421-P29b_pre	MI0006833
Oan-Mir-1421-P2_pre	MI0006950
Oan-Mir-1421-P30_pre	MI0007013
Oan-Mir-1421-P31a_pre	MI0007007
Oan-Mir-1421-P31b_pre	MI0007008
Oan-Mir-1421-P31c_pre	MI0006770
Oan-Mir-1421-P32_pre	MI0006835
Oan-Mir-1421-P33_pre	MI0006834
Oan-Mir-1421-P34_pre	MI0006832
Oan-Mir-1421-P35_pre	MI0007006
Oan-Mir-1421-P36a_pre	MI0007009
Oan-Mir-1421-P36b_pre	MI0007010
Oan-Mir-1421-P37_pre	MI0007011
Oan-Mir-1421-P38_pre	MI0006831
Oan-Mir-1421-P39_pre	MI0006830
Oan-Mir-1421-P40_pre	MI0007005
Oan-Mir-1421-P41_pre	MI0006828
Oan-Mir-1421-P42_pre	MI0006827
Oan-Mir-1421-P43_pre	MI0006771
Oan-Mir-1421-P44_pre	MI0006769
Oan-Mir-1421-P45_pre	MI0006768
Oan-Mir-1421-P46_pre	MI0006767
Oan-Mir-1421-P47_pre	MI0006766
Oan-Mir-1421-P48_pre	MI0006765
Oan-Mir-1421-P49_pre	MI0006764
Oan-Mir-1421-P4_pre	MI0006948
Oan-Mir-1421-P50_pre	MI0006763
Oan-Mir-1421-P51_pre	MI0006762
Oan-Mir-1421-P52a_pre	MI0024062
Oan-Mir-1421-P5_pre	MI0006947
Oan-Mir-1421-P6_pre	MI0007003
Oan-Mir-1421-P7b_pre	MI0007078
Oan-Mir-1421-P7c_pre	MI0006997
Oan-Mir-1421-P8_pre	MI0006946
Oan-Mir-1421-P9_pre	MI0007000
Oan-Mir-1422-P10_pre	MI0006718
Oan-Mir-1422-P11_pre	MI0006719
Oan-Mir-1422-P12_pre	MI0006841
Oan-Mir-1422-P13_pre	MI0006842
Oan-Mir-1422-P14_pre	MI0007016
Oan-Mir-1422-P15_pre	MI0006845
Oan-Mir-1422-P16_pre	MI0006846
Oan-Mir-1422-P17_pre	MI0006847
Oan-Mir-1422-P18_pre	MI0006746
Oan-Mir-1422-P1_pre	MI0006711
Oan-Mir-1422-P2_pre	MI0006712
Oan-Mir-1422-P3_pre	MI0007017
Oan-Mir-1422-P4_pre	MI0006713
Oan-Mir-1422-P5_pre	MI0006714
Oan-Mir-1422-P6_pre	MI0006715
Oan-Mir-1422-P7_pre	MI0007004
Oan-Mir-1422-P8_pre	MI0006716
Oan-Mir-1422-P9_pre	MI0006717
Oan-Mir-143_pre	MI0006871
Oan-Mir-144_pre	MI0006723
Oan-Mir-145_pre	MI0006870
Oan-Mir-146-P1_pre	MI0006931
Oan-Mir-146-P2_pre	MI0006788
Oan-Mir-147_pre	MI0006785
Oan-Mir-148-P1_pre	MI0006868
Oan-Mir-15-P1a_pre	MI0006886
Oan-Mir-15-P1b_pre	MI0006818
Oan-Mir-15-P1d_pre	MI0006691
Oan-Mir-15-P2a_pre	MI0006887
Oan-Mir-15-P2b_pre	MI0006819
Oan-Mir-15-P2d_pre	MI0006692
Oan-Mir-150_pre	MI0006840
Oan-Mir-153-P1_pre	MI0006786
Oan-Mir-153-P2_pre	MI0024086
Oan-Mir-155_pre	MI0006775
Oan-Mir-17-P1a_pre	MI0006960
Oan-Mir-17-P1b_pre	MI0006693
Oan-Mir-17-P2b_pre	MI0006694
Oan-Mir-17-P3a3_pre	MI0006872
Oan-Mir-17-P3a4_pre	MI0006874
Oan-Mir-17-P3b_pre	MI0006695
Oan-Mir-181-P1a_pre	MI0006685
Oan-Mir-181-P1b_pre	MI0024068
Oan-Mir-181-P1c_pre	MI0024072
Oan-Mir-181-P2a_pre	MI0006686
Oan-Mir-181-P2b_pre	MI0024067
Oan-Mir-181-P2c_pre	MI0006823
Oan-Mir-184_pre	MI0006814
Oan-Mir-186_pre	MI0006741
Oan-Mir-187_pre	MI0006951
Oan-Mir-19-P1_pre	MI0006873
Oan-Mir-19-P2a1_pre	MI0024088
Oan-Mir-19-P2b_pre	MI0006696
Oan-Mir-190-P1_pre	MI0006690
Oan-Mir-190-P2_pre	MI0006781
Oan-Mir-191_pre	MI0006879
Oan-Mir-192-P1_pre	MI0006794
Oan-Mir-192-P2_pre	MI0006783
Oan-Mir-193-P1b_pre	MI0006676
Oan-Mir-193-P2a_pre	MI0024069
Oan-Mir-193-P2b_pre	MI0006677
Oan-Mir-194-P1_pre	MI0006795
Oan-Mir-194-P2_pre	MI0006782
Oan-Mir-196-P2_pre	MI0006709
Oan-Mir-196-P3_pre	MI0006869
Oan-Mir-199-P3-v1_pre	MI0006890
Oan-Mir-199-P3-v2_pre	MI0006890
Oan-Mir-199-P3-v3_pre	MI0006890
Oan-Mir-204-P2_pre	MI0006689
Oan-Mir-205-P1_pre	MI0006703
Oan-Mir-208-P1_pre	MI0006734
Oan-Mir-214-v1_pre	MI0006889
Oan-Mir-214-v2_pre	MI0006889
Oan-Mir-216-P1a_pre	MI0006924
Oan-Mir-216-P1b_pre	MI0024098
Oan-Mir-217-v1_pre	MI0006923
Oan-Mir-217-v2_pre	MI0006923
Oan-Mir-218-P1_pre	MI0006673
Oan-Mir-218-P2_pre	MI0012559
Oan-Mir-219-P2_pre	MI0006721
Oan-Mir-21_pre	MI0006883
Oan-Mir-22-P1a_pre	MI0006761
Oan-Mir-221-P1_pre	MI0006866
Oan-Mir-221-P2_pre	MI0006865
Oan-Mir-221-P3_pre	MI0006822
Oan-Mir-223_pre	MI0006796
Oan-Mir-23-P1_pre	MI0006824
Oan-Mir-23-P2_pre	MI0006759
Oan-Mir-24-P1_pre	MI0024074
Oan-Mir-24-P2_pre	MI0006757
Oan-Mir-26-P2_pre	MI0006777
Oan-Mir-26-P3_pre	MI0024080
Oan-Mir-27-P1_pre	MI0006825
Oan-Mir-27-P2_pre	MI0006758
Oan-Mir-29-P1a_pre	MI0006668
Oan-Mir-29-P1b_pre	MI0006702
Oan-Mir-29-P2a_pre	MI0006669
Oan-Mir-29-P2b-v1_pre	MI0012554
Oan-Mir-29-P2b-v2_pre	MI0012554
Oan-Mir-30-P1a_pre	MI0006729
Oan-Mir-30-P1b_pre	MI0006911
Oan-Mir-30-P1c_pre	MI0006812
Oan-Mir-30-P2a_pre	MI0006728
Oan-Mir-30-P2b_pre	MI0024093
Oan-Mir-30-P2c_pre	MI0006813
Oan-Mir-31_pre	MI0006853
Oan-Mir-32_pre	MI0006952
Oan-Mir-33-P1_pre	MI0006811
Oan-Mir-33-P2_pre	MI0006674
Oan-Mir-34-P2a_pre	MI0024078
Oan-Mir-34-P2b_pre	MI0006850
Oan-Mir-34-P3a_pre	MI0006793
Oan-Mir-34-P3b_pre	MI0006792
Oan-Mir-34-P3c_pre	MI0006791
Oan-Mir-383-v1_pre	MI0006900
Oan-Mir-383-v2_pre	MI0006900
Oan-Mir-425_pre	MI0006880
Oan-Mir-430-P1_pre	MI0006904
Oan-Mir-430-P2_pre	MI0006903
Oan-Mir-430-P53_pre	MI0006735
Oan-Mir-430-P54_pre	MI0006736
Oan-Mir-430-P55_pre	MI0006737
Oan-Mir-430-P56_pre	MI0006738
Oan-Mir-430-P57_pre	MI0006739
Oan-Mir-430-P58_pre	MI0006740
Oan-Mir-430-P59_pre	MI0006750
Oan-Mir-430-P60_pre	MI0007018
Oan-Mir-451_pre	MI0006722
Oan-Mir-458_pre	MI0006789
Oan-Mir-459_pre	MI0006896
Oan-Mir-460-P1_pre	MI0006730
Oan-Mir-490_pre	MI0006670
Oan-Mir-499_pre	MI0006754
Oan-Mir-551-P2_pre	MI0006863
Oan-Mir-590_pre	MI0006843
Oan-Mir-7-P1_pre	MI0006926
Oan-Mir-7-P2_pre	MI0006774
Oan-Mir-7406_pre	MI0024051
Oan-Mir-7414_pre	MI0024065
Oan-Mir-7416_pre	MI0024070
Oan-Mir-7419_pre	MI0024077
Oan-Mir-7422_pre	MI0024099
Oan-Mir-7423_pre	MI0024083
Oan-Mir-7428_pre	MI0024090
Oan-Mir-7432_pre	MI0024095
Oan-Mir-7433_pre	MI0024096
Oan-Mir-7435_pre	MI0024100
Oan-Mir-8-P1a_pre	MI0006744
Oan-Mir-8-P2a_pre	MI0006745
Oan-Mir-8-P3a_pre	MI0006862
Oan-Mir-873-v1_pre	MI0006956
Oan-Mir-873-v2_pre	MI0006956
Oan-Mir-875_pre	MI0006683
Oan-Mir-9-P2_pre	MI0012557
Oan-Mir-9-P4_pre	MI0006658
Oan-Mir-92-P1a1_pre	MI0006875
Oan-Mir-92-P1a2_pre	MI0006732
Oan-Mir-92-P1a3_pre	MI0012556
Oan-Mir-92-P1b_pre	MI0006697
Oan-Mir-92-P2b_pre	MI0006698
Oan-Mir-96-P1_pre	MI0006666
Oan-Mir-96-P2_pre	MI0012558
Oan-Mir-96-P3-v1_pre	MI0006667
Oan-Mir-96-P3-v2_pre	MI0006667
Ocu-Let-7-P1a_pre	MI0039206
Ocu-Let-7-P1c_pre	MI0039209
Ocu-Let-7-P2a1_pre	MI0039205
Ocu-Let-7-P2a2_pre	MI0039207
Ocu-Let-7-P2a3_pre	MI0039212
Ocu-Let-7-P2b1_pre	MI0039211
Ocu-Let-7-P2b2_pre	MI0039208
Ocu-Let-7-P2b3_pre	MI0039263
Ocu-Let-7-P2c1_pre	MI0039210
Ocu-Let-7-P2c2_pre	MI0039214
Ocu-Let-7-P2c3_pre	MI0039213
Ocu-Mir-1-P2_pre	MI0039215
Ocu-Mir-1-P3_pre	MI0039343
Ocu-Mir-10-P1a-v1_pre	MI0039219
Ocu-Mir-10-P1a-v2_pre	MI0039219
Ocu-Mir-10-P1b-v1_pre	MI0039220
Ocu-Mir-10-P1b-v2_pre	MI0039220
Ocu-Mir-10-P2a_pre	MI0039265
Ocu-Mir-10-P2c_pre	MI0039264
Ocu-Mir-10-P3a_pre	MI0039278
Ocu-Mir-10-P3c_pre	MI0039279
Ocu-Mir-101-P1-v1_pre	MI0039266
Ocu-Mir-101-P1-v2_pre	MI0039266
Ocu-Mir-101-P2-v1_pre	MI0039267
Ocu-Mir-101-P2-v2_pre	MI0039267
Ocu-Mir-103-P1_pre	MI0039268
Ocu-Mir-103-P2_pre	MI0039269
Ocu-Mir-103-P3_pre	MI0039274
Ocu-Mir-105-P1_pre	MI0039270
Ocu-Mir-105-P2_pre	MI0039271
Ocu-Mir-12090_pre	MI0039492
Ocu-Mir-12091_pre	MI0039493
Ocu-Mir-12092_pre	MI0039494
Ocu-Mir-12093_pre	MI0039495
Ocu-Mir-12094_pre	MI0039496
Ocu-Mir-12095_pre	MI0039498
Ocu-Mir-122_pre	MI0039275
Ocu-Mir-124-P1-v1_pre	MI0039276
Ocu-Mir-124-P1-v2_pre	MI0039276
Ocu-Mir-124-P2-v1_pre	MI0039277
Ocu-Mir-124-P2-v2_pre	MI0039277
Ocu-Mir-1249_pre	MI0039475
Ocu-Mir-1251_pre	MI0039476
Ocu-Mir-1277_pre	MI0039478
Ocu-Mir-127_pre	MI0039280
Ocu-Mir-128-P1_pre	MI0039281
Ocu-Mir-128-P2_pre	MI0039282
Ocu-Mir-129-P1_pre	MI0039283
Ocu-Mir-129-P2_pre	MI0039284
Ocu-Mir-1296_pre	MI0039479
Ocu-Mir-1298_pre	MI0039480
Ocu-Mir-130-P1a_pre	MI0039285
Ocu-Mir-130-P1b_pre	MI0039286
Ocu-Mir-130-P2a_pre	MI0039362
Ocu-Mir-130-P2b_pre	MI0039363
Ocu-Mir-1307_pre	MI0039481
Ocu-Mir-132-P2_pre	MI0039347
Ocu-Mir-133-P2-v1_pre	MI0039287
Ocu-Mir-133-P2-v2_pre	MI0039287
Ocu-Mir-133-P3-v1_pre	MI0039288
Ocu-Mir-133-P3-v2_pre	MI0039288
Ocu-Mir-1343_pre	MI0039482
Ocu-Mir-134_pre	MI0039289
Ocu-Mir-135-P1_pre	MI0039290
Ocu-Mir-135-P2_pre	MI0039291
Ocu-Mir-135-P3_pre	MI0039292
Ocu-Mir-136-v1_pre	MI0039293
Ocu-Mir-136-v2_pre	MI0039293
Ocu-Mir-137-P1-v1_pre	MI0039294
Ocu-Mir-137-P1-v2_pre	MI0039294
Ocu-Mir-138-P1_pre	MI0039295
Ocu-Mir-138-P2_pre	MI0039296
Ocu-Mir-139_pre	MI0039297
Ocu-Mir-140-v1_pre	MI0039298
Ocu-Mir-140-v2_pre	MI0039298
Ocu-Mir-142-v1_pre	MI0039300
Ocu-Mir-142-v2_pre	MI0039300
Ocu-Mir-142-v3_pre	MI0039300
Ocu-Mir-142-v4_pre	MI0039300
Ocu-Mir-143_pre	MI0039301
Ocu-Mir-144-v1_pre	MI0039302
Ocu-Mir-144-v2_pre	MI0039302
Ocu-Mir-145_pre	MI0039303
Ocu-Mir-146-P1_pre	MI0039304
Ocu-Mir-146-P2_pre	MI0039305
Ocu-Mir-147_pre	MI0039306
Ocu-Mir-148-P1_pre	MI0039307
Ocu-Mir-148-P2_pre	MI0039311
Ocu-Mir-148-P3_pre	MI0039308
Ocu-Mir-15-P1a_pre	MI0039221
Ocu-Mir-15-P1b_pre	MI0039222
Ocu-Mir-15-P1c_pre	MI0039426
Ocu-Mir-15-P1d_pre	MI0039403
Ocu-Mir-15-P2a_pre	MI0039223
Ocu-Mir-15-P2b_pre	MI0039224
Ocu-Mir-15-P2c_pre	MI0039333
Ocu-Mir-15-P2d_pre	MI0039432
Ocu-Mir-150_pre	MI0039309
Ocu-Mir-153-P2_pre	MI0039312
Ocu-Mir-154-P10_pre	MI0039395
Ocu-Mir-154-P12_pre	MI0039399
Ocu-Mir-154-P13_pre	MI0039400
Ocu-Mir-154-P15_pre	MI0039416
Ocu-Mir-154-P16_pre	MI0039418
Ocu-Mir-154-P17_pre	MI0039419
Ocu-Mir-154-P19_pre	MI0039424
Ocu-Mir-154-P1_pre	MI0039313
Ocu-Mir-154-P2-v1_pre	MI0039361
Ocu-Mir-154-P2-v2_pre	MI0039361
Ocu-Mir-154-P20-v1_pre	MI0039425
Ocu-Mir-154-P20-v2_pre	MI0039425
Ocu-Mir-154-P21_pre	MI0039443
Ocu-Mir-154-P23_pre	MI0039455
Ocu-Mir-154-P24_pre	MI0039456
Ocu-Mir-154-P25_pre	MI0039457
Ocu-Mir-154-P26_pre	MI0039465
Ocu-Mir-154-P27_pre	MI0039473
Ocu-Mir-154-P30_pre	MI0039474
Ocu-Mir-154-P3a-v1_pre	MI0039364
Ocu-Mir-154-P3a-v2_pre	MI0039364
Ocu-Mir-154-P4_pre	MI0039369
Ocu-Mir-154-P5_pre	MI0039382
Ocu-Mir-154-P6_pre	MI0039391
Ocu-Mir-154-P7_pre	MI0039393
Ocu-Mir-154-P9_pre	MI0039394
Ocu-Mir-155_pre	MI0039314
Ocu-Mir-17-P1a_pre	MI0039225
Ocu-Mir-17-P1b_pre	MI0039272
Ocu-Mir-17-P1c_pre	MI0039261
Ocu-Mir-17-P2a_pre	MI0039226
Ocu-Mir-17-P2b_pre	MI0039227
Ocu-Mir-17-P3a_pre	MI0039231
Ocu-Mir-17-P3b_pre	MI0039232
Ocu-Mir-17-P3c_pre	MI0039273
Ocu-Mir-181-P1a_pre	MI0039315
Ocu-Mir-181-P1b_pre	MI0039316
Ocu-Mir-181-P1c_pre	MI0039319
Ocu-Mir-181-P2a_pre	MI0039317
Ocu-Mir-181-P2b_pre	MI0039318
Ocu-Mir-181-P2c_pre	MI0039320
Ocu-Mir-184_pre	MI0039323
Ocu-Mir-185_pre	MI0039324
Ocu-Mir-186_pre	MI0039325
Ocu-Mir-187_pre	MI0039326
Ocu-Mir-188-P1_pre	MI0039327
Ocu-Mir-188-P2_pre	MI0039442
Ocu-Mir-188-P3_pre	MI0039458
Ocu-Mir-19-P1_pre	MI0039228
Ocu-Mir-19-P2a_pre	MI0039229
Ocu-Mir-19-P2b_pre	MI0039230
Ocu-Mir-190-P1_pre	MI0039328
Ocu-Mir-190-P2_pre	MI0039329
Ocu-Mir-1911_pre	MI0039483
Ocu-Mir-191_pre	MI0030998
Ocu-Mir-192-P2_pre	MI0039349
Ocu-Mir-193-P1a_pre	MI0039330
Ocu-Mir-193-P1b_pre	MI0039331
Ocu-Mir-193-P2a_pre	MI0039381
Ocu-Mir-193-P2b_pre	MI0039380
Ocu-Mir-194-P2_pre	MI0039332
Ocu-Mir-196-P1_pre	MI0039334
Ocu-Mir-196-P2_pre	MI0039335
Ocu-Mir-196-P3_pre	MI0039336
Ocu-Mir-197_pre	MI0039337
Ocu-Mir-199-P2-v1_pre	MI0039338
Ocu-Mir-199-P2-v2_pre	MI0039338
Ocu-Mir-199-P2-v3_pre	MI0039338
Ocu-Mir-199-P3-v1_pre	MI0039339
Ocu-Mir-199-P3-v2_pre	MI0039339
Ocu-Mir-199-P3-v3_pre	MI0039339
Ocu-Mir-204-P1_pre	MI0039341
Ocu-Mir-204-P2_pre	MI0039346
Ocu-Mir-205-P1_pre	MI0039342
Ocu-Mir-208-P1_pre	MI0039344
Ocu-Mir-208-P2_pre	MI0039345
Ocu-Mir-214-v1_pre	MI0039348
Ocu-Mir-214-v2_pre	MI0039348
Ocu-Mir-216-P1a_pre	MI0039350
Ocu-Mir-216-P1b_pre	MI0039351
Ocu-Mir-217-v1_pre	MI0039352
Ocu-Mir-217-v2_pre	MI0039352
Ocu-Mir-218-P1_pre	MI0039353
Ocu-Mir-218-P2_pre	MI0039354
Ocu-Mir-219-P1_pre	MI0039355
Ocu-Mir-219-P2_pre	MI0039356
Ocu-Mir-21_pre	MI0039233
Ocu-Mir-22-P1a_pre	MI0039234
Ocu-Mir-221-P1_pre	MI0039357
Ocu-Mir-221-P2_pre	MI0039358
Ocu-Mir-223_pre	MI0039359
Ocu-Mir-224_pre	MI0039360
Ocu-Mir-23-P2_pre	MI0039235
Ocu-Mir-2355_pre	MI0039484
Ocu-Mir-2387_pre	MI0039485
Ocu-Mir-24-P1_pre	MI0039237
Ocu-Mir-24-P2_pre	MI0039236
Ocu-Mir-26-P1_pre	MI0039240
Ocu-Mir-26-P2_pre	MI0039239
Ocu-Mir-27-P2_pre	MI0039241
Ocu-Mir-28-P1_pre	MI0039242
Ocu-Mir-28-P2_pre	MI0039310
Ocu-Mir-28-P3_pre	MI0039463
Ocu-Mir-29-P1a_pre	MI0039243
Ocu-Mir-29-P1b_pre	MI0039246
Ocu-Mir-29-P2a_pre	MI0039244
Ocu-Mir-29-P2b_pre	MI0039245
Ocu-Mir-30-P1a_pre	MI0039247
Ocu-Mir-30-P1b_pre	MI0039252
Ocu-Mir-30-P1c_pre	MI0039251
Ocu-Mir-30-P2a_pre	MI0039250
Ocu-Mir-30-P2b_pre	MI0039249
Ocu-Mir-30-P2c_pre	MI0039248
Ocu-Mir-3059_pre	MI0039486
Ocu-Mir-3085_pre	MI0039487
Ocu-Mir-31_pre	MI0039253
Ocu-Mir-324_pre	MI0039365
Ocu-Mir-325_pre	MI0039366
Ocu-Mir-326_pre	MI0039367
Ocu-Mir-328_pre	MI0039368
Ocu-Mir-32_pre	MI0039254
Ocu-Mir-33-P1_pre	MI0039255
Ocu-Mir-331_pre	MI0039370
Ocu-Mir-335_pre	MI0039371
Ocu-Mir-337-v1_pre	MI0039372
Ocu-Mir-337-v2_pre	MI0039372
Ocu-Mir-34-P1_pre	MI0039256
Ocu-Mir-34-P2a_pre	MI0039257
Ocu-Mir-34-P2b_pre	MI0039258
Ocu-Mir-34-P3a_pre	MI0039408
Ocu-Mir-34-P3b_pre	MI0039409
Ocu-Mir-340_pre	MI0039373
Ocu-Mir-342_pre	MI0039374
Ocu-Mir-346_pre	MI0039375
Ocu-Mir-350_pre	MI0039376
Ocu-Mir-361-v1_pre	MI0039377
Ocu-Mir-361-v2_pre	MI0039377
Ocu-Mir-3613_pre	MI0039488
Ocu-Mir-362-P1_pre	MI0039378
Ocu-Mir-362-P2-v2_pre	MI0039428
Ocu-Mir-362-P3_pre	MI0039429
Ocu-Mir-362-P4_pre	MI0039430
Ocu-Mir-362-P6_pre	MI0039431
Ocu-Mir-370_pre	MI0039383
Ocu-Mir-374-P1_pre	MI0039384
Ocu-Mir-374-P2_pre	MI0039385
Ocu-Mir-375_pre	MI0039386
Ocu-Mir-376-P1_pre	MI0039387
Ocu-Mir-376-P2_pre	MI0039388
Ocu-Mir-376-P3_pre	MI0039389
Ocu-Mir-376-P4_pre	MI0039390
Ocu-Mir-378_pre	MI0039392
Ocu-Mir-383-v1_pre	MI0039396
Ocu-Mir-383-v2_pre	MI0039396
Ocu-Mir-384_pre	MI0039397
Ocu-Mir-423_pre	MI0039402
Ocu-Mir-425_pre	MI0039404
Ocu-Mir-430-P1_pre	MI0030989
Ocu-Mir-430-P2_pre	MI0030987
Ocu-Mir-430-P3_pre	MI0030988
Ocu-Mir-430-P4_pre	MI0030990
Ocu-Mir-430-P5_pre	MI0030993
Ocu-Mir-432_pre	MI0039405
Ocu-Mir-433_pre	MI0039406
Ocu-Mir-448_pre	MI0039407
Ocu-Mir-450-P1_pre	MI0039410
Ocu-Mir-450-P2_pre	MI0039411
Ocu-Mir-450-P3_pre	MI0039412
Ocu-Mir-452-v1_pre	MI0039414
Ocu-Mir-452-v2_pre	MI0039414
Ocu-Mir-455_pre	MI0039415
Ocu-Mir-459_pre	MI0039467
Ocu-Mir-486_pre	MI0039417
Ocu-Mir-488_pre	MI0039420
Ocu-Mir-489_pre	MI0039421
Ocu-Mir-490_pre	MI0039422
Ocu-Mir-491_pre	MI0039423
Ocu-Mir-499_pre	MI0039427
Ocu-Mir-504-v1_pre	MI0039433
Ocu-Mir-504-v2_pre	MI0039433
Ocu-Mir-505-v1_pre	MI0039434
Ocu-Mir-505-v2_pre	MI0039434
Ocu-Mir-506-P1_pre	MI0039435
Ocu-Mir-506-P2_pre	MI0039436
Ocu-Mir-506-P3_pre	MI0039437
Ocu-Mir-506-P5_pre	MI0039438
Ocu-Mir-506-P6_pre	MI0039439
